nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
TSS_56835,80.00000000000001,45.975204404771965,1710.0,12.87029462742898,0.3333333333333333,1.8572894788142809,186.71368455472137,187.89170055976533,26.37442101389439,32.151819568662894,45.975204404771965,93.33876729662546,1697.1297053725712,35303.291139240515,61.18694772796256,30.59347386398128,2.3339210569340167,0.5466893711037475,0.3883895277787925,
TSS_58117,79.99999999999997,47.07221202167914,1850.0,16.431956640701287,0.3333333333333335,1.877934141772444,201.8861065056236,203.15984851991038,25.20798075808944,33.610713408743365,47.07221202167914,73.76884721676933,1833.5680433592986,41273.92405063291,40.15813380802597,20.079066904012986,2.523576331320296,0.4893024371254137,0.1898383467590972,
TSS_58538,79.99999999999997,48.32264063519534,1722.0,4.841696886858623,0.3333333333333335,1.8616713819669781,188.56829001717117,189.7580071191273,23.071691392348747,29.95617377482448,48.32264063519534,81.06888370749726,1717.158303113141,36008.101265822785,51.112709932672786,25.556354966336393,2.357103625214641,0.5039663778345774,0.2510376068617444,
TSS_60285,80.00000000000004,60.933650338153384,1638.0,16.398212096570994,0.33333333333333315,1.8266992209706412,176.96327302578914,178.07977162859103,35.282677647319225,39.184440059490754,60.933650338153384,71.42131886487873,1621.6017879034289,31712.40506329114,32.23687880538799,16.118439402693994,2.2120409128223635,0.3232255371836633,0.2547390557906632,
TSS_63872,79.99999999999999,51.09683049219187,1614.0,13.192356003095671,0.3333333333333334,1.78984384606061,174.96856860590702,176.07248219793397,33.57828975855725,39.622099298127786,51.09683049219187,79.44812253075591,1600.8076439969045,31001.518987341773,39.82602323262812,19.91301161631406,2.1871071075738384,0.49557191451183297,0.2579050991602953,
TSS_65538,80.00000000000001,47.84219851898925,1866.0,3.6152236891497656,0.3333333333333333,1.9471096006816269,204.59227746911662,205.88309328661697,18.854505503490426,35.21943993394246,47.84219851898925,76.52318626736759,1862.3847763108506,42387.84810126582,41.30374633342515,20.651873166712576,2.5574034683639573,0.4715398138993542,0.19304760103855872,
TSS_65678,79.99999999999997,52.69105664494229,1758.0,10.76620156068558,0.3333333333333335,1.8640001449889383,193.82466303337148,195.04754370101017,18.97796314453552,23.76909705451045,52.69105664494229,73.30330085889912,1747.2337984393146,38043.54430379747,49.534203804388675,24.767101902194327,2.422808287917144,0.4226852701973608,0.2660076692617943,
TSS_68420,79.99999999999999,55.48337242033097,1662.0,18.019553564971176,0.3333333333333334,1.8552721503922929,180.68204116624318,181.82200226135762,28.137955976733945,37.84086915641583,55.48337242033097,78.71648356565417,1643.9804464350286,33059.240506329115,40.875614409238345,20.437807204619173,2.2585255145780403,0.4070680310243715,0.2755891037202581,
TSS_69435,79.99999999999999,43.826192086024676,1742.0,8.201626123751153,0.3333333333333334,1.887341654165673,192.61879451393108,193.83406710281932,15.690882574294188,29.092198634025568,43.826192086024676,77.07588469282734,1733.7983738762491,37571.645569620254,47.98368605880177,23.991843029400894,2.4077349314241387,0.5633999735891667,0.2194209255569277,
TSS_71606,79.99999999999999,54.738406431775466,1626.0,12.252654292619324,0.3333333333333334,1.8424137051811975,178.0393214994935,179.16260911900432,25.991216546671033,35.56015119321222,54.738406431775466,78.15905806613736,1613.7473457073804,32099.240506329115,42.59890687292514,21.29945343646257,2.2254915187436692,0.42566316286983374,0.24134701082888016,
TSS_74568,80.00000000000004,46.86414098729398,1726.0,2.0,0.33333333333333315,1.866316687600709,189.27757394894937,190.47176607278593,23.485288224913468,28.0,46.86414098729398,77.1935873972821,1724.0,36279.49367088608,49.1935873972821,24.59679369864105,2.3659696743618657,0.5251946913950287,0.19451200321369608,
TSS_79313,80.00000000000001,52.67885742635921,1626.0,5.031226355482346,0.3333333333333333,1.8774455787538649,178.4600795696337,179.58602184052728,24.075346863967766,30.557807096933068,52.67885742635921,81.99067313991334,1620.9687736445176,32251.139240506334,51.43286604298029,25.716433021490143,2.230750994620421,0.45928158229326,0.2744950162738253,
TSS_75254,79.99999999999999,54.07617934109187,1726.0,14.0,0.3333333333333334,1.8295376353672492,188.0,189.186131640412,24.05797837859872,32.391218296083046,54.07617934109187,77.93631077210381,1712.0,35791.392405063285,45.545092476020756,22.772546238010378,2.3500000000000005,0.4136779892378954,0.274210110018794,
TSS_80624,80.0,53.36097257770256,1710.0,2.0,0.33333333333333337,1.8573071696886745,186.8796404106129,188.05870346614404,26.016088685924217,36.00000000000001,53.36097257770256,70.83317473609642,1708.0,35366.07594936709,34.83317473609642,17.41658736804821,2.335995505132662,0.427639319571132,0.2425314308643226,
TSS_84005,80.00000000000001,60.27050710311211,1690.0,11.356405872009034,0.3333333333333333,1.8247571943512395,183.77703882694374,184.93652691488984,29.045557807952715,34.93111629250273,60.27050710311211,73.94427190999916,1678.643594127991,34201.51898734177,39.01315561749642,19.50657780874821,2.2972129853367966,0.3220667775934698,0.19334999985758575,
TSS_85563,80.00000000000003,52.1779452923039,1734.0,5.3956428798043135,0.3333333333333332,1.861017584972728,189.52572384771412,190.7214816015852,26.057701069225544,33.00778766001893,52.1779452923039,81.73491895024551,1728.6043571201956,36374.6835443038,48.727131290226595,24.363565645113287,2.369071548096426,0.44039491013976695,0.2425541244037701,
TSS_88004,79.99999999999999,50.66579007859525,1754.0,5.965851090976834,0.3333333333333334,1.900968501183531,191.8332609325088,193.0435774243995,21.77818976272208,28.544377423781746,50.66579007859525,88.593540334963,1748.034148909023,37265.822784810116,60.04916291118125,30.024581455590624,2.3979157616563596,0.4587454195191703,0.3389473821952385,
TSS_86499,80.00000000000004,58.96471522198963,1630.0,7.109140783265816,0.33333333333333315,1.8406230871754492,176.9463195435271,178.06271118323468,29.879191970734528,40.87997068463337,58.96471522198963,76.75012406347372,1622.8908592167347,31706.329113924046,35.87015337884035,17.935076689420175,2.211828994294088,0.3566384115636144,0.22729218531810996,
TSS_89538,79.99999999999997,44.128677106876005,1654.0,13.021614216570006,0.3333333333333335,1.8771327052589288,182.15927096911648,183.30855221853588,21.29115756014643,24.93581643741356,44.128677106876005,86.03336223717945,1640.9783857834302,33602.0253164557,61.0975457997659,30.54877289988295,2.2769908871139566,0.5907685516463059,0.2880034631120949,
TSS_92206,79.99999999999997,57.13505082632759,1856.0,7.337085128671987,0.3333333333333335,1.877752338690028,202.49444436823447,203.77202451436642,23.161222663931607,29.33707272438377,57.13505082632759,78.39875988872545,1848.6629148713282,41523.037974683546,49.061687164341706,24.530843582170853,2.531180554602932,0.338749281418694,0.2463257647531731,
TSS_94550,80.0,40.541582204167455,1986.0,8.751236451008682,0.33333333333333337,1.931713075082629,217.89446987016444,219.2692120243336,22.73553461526185,29.662498841079547,40.541582204167455,74.53384647740236,1977.2487635489913,48078.98734177216,44.87134763632281,22.435673818161405,2.7236808733770554,0.5432687367331224,0.2283071445424281,
TSS_96992,80.0,52.63322358155254,1674.0,22.17453394782645,0.33333333333333337,1.8076329006389344,181.7250670656088,182.87160883104764,31.815284034459296,37.613161030145704,52.63322358155254,74.7223963799378,1651.8254660521734,33442.0253164557,37.109235349792115,18.554617674896058,2.2715633383201093,0.4517831831406144,0.2558921403765536,
TSS_99622,79.99999999999997,54.29828326890482,1894.0,9.117186329793636,0.3333333333333335,1.901025800084931,207.40298937093456,208.71153856247125,25.944447953995045,33.57945175561222,54.29828326890482,65.61513051925812,1884.8828136702066,43560.50632911392,32.0356787636459,16.01783938182295,2.5925373671366834,0.3717648932021177,0.169144619297358,
TSS_100518,79.99999999999997,50.41640786499874,1722.0,6.340467010041933,0.3333333333333335,1.850955483658791,188.63721796082555,189.82736994371186,23.583592135001254,31.977729384544784,50.41640786499874,73.12603283201814,1715.6595329899578,36034.43037974684,41.14830344747336,20.57415172373668,2.35796522451032,0.4704839127951657,0.18033377853161767,
TSS_104959,80.00000000000001,43.5349384904056,1866.0,10.975162838254606,0.3333333333333333,1.8862752382984256,205.44585661434013,206.74205784264763,26.887570513204174,31.759673540634843,43.5349384904056,69.55085920563195,1855.0248371617454,42742.27848101266,37.791185664997116,18.895592832498558,2.5680732076792507,0.5324769568565126,0.2350100646235542,
TSS_110048,80.00000000000003,49.61313449738201,1662.0,11.3310850558722,0.3333333333333332,1.8565091222613757,181.12426673419552,182.2670179236628,30.633015506555232,35.92956588691915,49.61313449738201,79.84841049260066,1650.6689149441281,33221.265822784815,43.91884460568152,21.95942230284076,2.2640533341774436,0.5033041577009366,0.27233911960748697,
TSS_105268,79.99999999999999,59.239299350466396,1686.0,2.0,0.3333333333333334,1.8238149697149053,182.69099594670777,183.84363196112682,30.907680904108506,38.50995718085356,59.239299350466396,79.67776973531757,1684.0,33798.48101265823,41.16781255446401,20.583906277232003,2.283637449333848,0.34091500583186307,0.29168123186778605,
TSS_107291,79.99999999999999,52.534112713014835,1780.0,6.6914843938226864,0.3333333333333334,1.8690674626908867,193.52002480363632,194.74098344444957,27.58354976296181,36.359534888385895,52.534112713014835,79.00244436435077,1773.3085156061775,37924.050632911385,42.642909475964885,21.321454737982442,2.4190003100454542,0.4257836466513682,0.27902760955542544,
TSS_108297,79.99999999999999,55.00281510522065,1726.0,6.0,0.3333333333333334,1.8548093387799789,188.52586029507995,189.7153096989729,21.122022451075594,34.57939464993671,55.00281510522065,79.74264578624799,1720.0,35991.898734177215,45.163251136311295,22.581625568155648,2.3565732536885,0.39777861014378335,0.2446707150118625,
TSS_117714,80.0,51.912795311417725,1872.0,12.356941622246394,0.33333333333333337,1.866807846177946,203.98529358755246,205.2722798157596,22.037361905957123,28.9650294999852,51.912795311417725,82.66285704922548,1859.6430583777533,42136.708860759485,53.69782754924027,26.848913774620137,2.5498161698444064,0.4130769065936653,0.32309211093570306,
TSS_122199,80.0,55.05048664180247,1662.0,7.063858708756622,0.33333333333333337,1.8222076322337144,182.4828759089466,183.63419885016444,24.899298682454987,33.07761359825156,55.05048664180247,71.25673163397866,1654.9361412912433,33721.51898734177,38.17911803572709,19.089559017863547,2.2810359488618324,0.4101674729849159,0.1798035596022696,
TSS_118829,80.00000000000001,54.20787506638276,1816.0,12.131615108561814,0.3333333333333333,1.8647884555140115,197.63602910400726,198.88295648382453,26.981750623740865,36.12025609377265,54.20787506638276,74.09016994374947,1803.8683848914386,39554.43037974684,37.96991384997682,18.98495692498841,2.47045036380009,0.3915094588352206,0.2512626561280956,
TSS_123625,80.0,52.55358468840978,1762.0,13.477633023376825,0.33333333333333337,1.865896430932475,192.56167843057455,193.77659066204976,27.549150281252626,31.37258300203048,52.55358468840978,76.62741699796953,1748.5223669766233,37549.367088607585,45.254833995939045,22.627416997969533,2.407020980382182,0.4275993365131421,0.25724875148592863,
TSS_130567,80.0,55.34074901190832,1736.0,12.381966011250103,0.33333333333333337,1.8443316418316165,189.0767040118904,190.2696288049399,24.425168961775213,38.8817358868059,55.34074901190832,77.30165404559489,1723.61803398875,36202.531645569616,38.41991815878899,19.209959079394494,2.3634588001486296,0.3912578937256216,0.21112887502751826,
TSS_131128,80.00000000000001,54.642307006009524,1632.0,15.517190109073288,0.3333333333333333,1.811480936366484,176.92936443677178,178.0456491031358,31.537235976320282,37.51577826885089,54.642307006009524,81.77911481788213,1616.4828098909268,31700.25316455696,44.26333654903124,22.13166827451562,2.211617055459647,0.4299629924299948,0.2824137593264559,
TSS_131340,79.99999999999997,53.648715463256046,1794.0,9.750758968676779,0.3333333333333335,1.888566650369716,196.51463049859672,197.7544827381619,24.586397317287016,30.577036904090985,53.648715463256046,83.94166134297703,1784.2492410313232,39106.835443037984,53.36462443888604,26.68231221944302,2.45643288123246,0.4022797356596627,0.330088521908859,
TSS_132915,80.00000000000001,53.86920860359589,1830.0,13.54404120389285,0.3333333333333333,1.8711927869782463,199.72981750354649,200.98995503585857,27.229254370221085,30.00899737047009,53.86920860359589,79.44955773704615,1816.4559587961069,40396.96202531645,49.44056036657607,24.72028018328804,2.496622718794331,0.3924920934142466,0.3023152309555388,
TSS_133845,80.00000000000001,56.64659720604582,1668.0,11.896674438754106,0.3333333333333333,1.8261540041430344,181.4497175528251,182.59452208012942,25.230219415699125,39.293612500398055,56.64659720604582,80.73332389737496,1656.1033255612458,33340.759493670885,41.4397113969769,20.71985569848845,2.268121469410313,0.3861136260047697,0.25264757750417993,
TSS_136143,80.00000000000003,56.62392039295,1650.0,10.982159388364623,0.3333333333333332,1.8085529344090467,178.54411219639812,179.67058464685246,34.21623785234162,36.92976134834908,56.62392039295,81.92191275062062,1639.0178406116354,32281.518987341773,44.99215140227157,22.496075701135783,2.2318014024549755,0.3927782213507505,0.32482169147897755,
TSS_141054,79.99999999999997,50.894901608891935,1630.0,11.645785802409995,0.3333333333333335,1.8364260967666544,178.83511959344003,179.96342807092216,24.655266051986604,36.869550196371385,50.894901608891935,74.10079809707665,1618.35421419759,32386.835443037973,37.23124790070528,18.61562395035264,2.235438994918001,0.4882446768387823,0.2074871326622376,
TSS_141172,80.0,46.13017250413105,2042.0,11.196256277886839,0.33333333333333337,1.940359506497202,224.08034273447552,225.494112864857,22.500295299962907,25.101933261963268,46.13017250413105,72.2888018268795,2030.8037437221133,50847.59493670887,47.186868564916246,23.59343428245813,2.8010042841809435,0.4534511204671319,0.31855588843401106,
TSS_143876,79.99999999999997,52.72269497976908,1700.0,11.093450990320255,0.3333333333333335,1.859584041160404,185.35371590556255,186.52315158164515,27.37646959019913,31.52584728849714,52.72269497976908,90.3606797749979,1688.9065490096798,34790.88607594937,58.83483248650078,29.41741624325039,2.3169214488195333,0.4414905558321037,0.3311151297199603,
TSS_143894,79.99999999999997,54.53872048410771,1822.0,12.823159649879141,0.3333333333333335,1.8292775881638683,198.25236442474025,199.50318039405232,24.604251998366088,39.76393202250021,54.53872048410771,80.00000000000001,1809.1768403501208,39801.51898734177,40.23606797749979,20.118033988749897,2.4781545553092537,0.38528588937295294,0.2591664630027002,
TSS_147825,80.00000000000003,58.2842712474619,1662.0,1.7157287525380989,0.3333333333333332,1.8611050332524568,182.18122845123204,183.33064823503597,20.510479934285673,32.942317542566855,58.2842712474619,80.29698211030771,1660.284271247462,33610.126582278484,47.35466456774085,23.677332283870424,2.2772653556404,0.3575954932977828,0.2320423469181947,
TSS_151129,79.99999999999999,52.20153895935522,1616.0,15.274412273469396,0.3333333333333334,1.8173351036463496,176.8897962009115,178.0058312229324,28.69967685726932,35.88894710166477,52.20153895935522,76.79384019027623,1600.7255877265304,31686.07594936709,40.90489308861146,20.45244654430573,2.211122452511394,0.4714538934015945,0.22723031637804386,
TSS_148748,80.0,50.625108434155074,1710.0,7.719728916058627,0.33333333333333337,1.8483112807200972,186.7886506188211,187.96713960057025,25.684580129660077,36.18033988749895,50.625108434155074,81.1184002935517,1702.2802710839417,35331.645569620254,44.93806040605276,22.469030203026374,2.3348581327352638,0.4717881648889392,0.2557572617403076,
TSS_151085,80.00000000000003,55.120696190101604,1682.0,11.977004510003605,0.3333333333333332,1.8413962027133128,183.46661821704785,184.6241477959129,24.10843827692915,43.217150142760154,55.120696190101604,67.21478174124759,1670.0229954899967,34086.07594936709,23.99763159848743,11.998815799243715,2.2933327277130973,0.4068201188588753,0.13197768196827647,
TSS_155667,80.00000000000003,50.88308697390341,1794.0,5.9098300562505255,0.3333333333333332,1.921408207430932,197.82820830205185,199.0763481809512,21.446284032095512,32.50893487820852,50.88308697390341,73.6180339887499,1788.0901699437493,39631.392405063285,41.10909911054138,20.55454955527069,2.472852603775647,0.4415484516996653,0.2441173476998427,
TSS_157653,80.00000000000001,53.12270052262646,1690.0,2.0,0.3333333333333333,1.8544103137693204,184.39088914585773,185.5542501448982,23.232184575756317,38.64057921403505,53.12270052262646,85.65247584249855,1688.0,34430.379746835446,47.0118966284635,23.50594831423175,2.3048861143232213,0.43728786604168296,0.2298188987841168,
TSS_157830,79.99999999999999,54.78392110113629,1850.0,7.043489662986438,0.3333333333333334,1.8902482395975349,201.72753902231597,203.00028060091597,21.112936787188467,32.53509303453998,54.78392110113629,85.54746453478991,1842.9565103370132,41209.11392405063,53.01237150024993,26.506185750124963,2.5215942377789498,0.37500203027918055,0.3267618671923417,
